block,source_column,level,is_reference_level,coefficient,n_obs_at_level
specialty,Prscrbr_Type,General Practice,False,10.734826216168065,1053
specialty,Prscrbr_Type,General Surgery,False,-0.6564083694688243,740
specialty,Prscrbr_Type,Geriatric Medicine,False,18.924407527543103,2936
specialty,Prscrbr_Type,Geriatric Psychiatry,False,12.160844501240327,25
specialty,Prscrbr_Type,Gynecological Oncology,False,9.076136626348795,57
specialty,Prscrbr_Type,Hand Surgery,False,7.98402547264317,46
specialty,Prscrbr_Type,Hematology,False,506.897417039392,47
specialty,Prscrbr_Type,Hematology-Oncology,False,22.350456483189543,2640
specialty,Prscrbr_Type,Hematopoietic Cell Transplantation and Cellular Therapy,False,59.44467511895647,192
specialty,Prscrbr_Type,Hospice and Palliative Care,False,27.0291948364089,373
specialty,Prscrbr_Type,Hospitalist,False,2.466671764834519,2306
specialty,Prscrbr_Type,Infectious Disease,False,31.722008936816948,1593
specialty,Prscrbr_Type,Internal Medicine,False,22.83065592807213,62451
specialty,Prscrbr_Type,Interventional Cardiology,False,56.4279415734249,2276
specialty,Prscrbr_Type,Interventional Pain Management,False,14.15137758900115,189
specialty,Prscrbr_Type,Interventional Radiology,False,-34.28945151849878,42
specialty,Prscrbr_Type,Legal Medicine,False,32.2518109284897,5
specialty,Prscrbr_Type,Licensed Practical Nurse,False,-94.94126415093871,1
specialty,Prscrbr_Type,Licensed Professional Counselor,False,8.416124705212049,22
specialty,Prscrbr_Type,Maxillofacial Surgery,False,10.476938272277689,20
specialty,Prscrbr_Type,Medical Genetics and Genomics,False,-593.1952193498,12
specialty,Prscrbr_Type,Medical Oncology,False,-41.94245802040672,1108
specialty,Prscrbr_Type,Medical Toxicology,False,14.323679810141606,3
specialty,Prscrbr_Type,Micrographic Dermatologic Surgery,False,12.638290946743163,64
specialty,Prscrbr_Type,Naturopath,False,-5.06181191634488,1
specialty,Prscrbr_Type,Nephrology,False,23.843248134201243,2319
specialty,Prscrbr_Type,Neurological Surgery,False,-106.96189705236608,14
specialty,Prscrbr_Type,Neurology,False,124.5743311208468,5444
specialty,Prscrbr_Type,"Neuromusculoskeletal Medicine, Sports Medicine",False,-2.4818392429531855,2
specialty,Prscrbr_Type,Neuropsychiatry,False,29.497263667899087,299
specialty,Prscrbr_Type,Neurosurgery,False,10.326052997552543,87
specialty,Prscrbr_Type,Nuclear Medicine,False,58.623916805755,36
specialty,Prscrbr_Type,Nurse Practitioner,False,19.32838040370447,80078
specialty,Prscrbr_Type,Obstetrics & Gynecology,False,32.75676053064707,1451
specialty,Prscrbr_Type,Ophthalmology,False,45.286834276006836,3529
specialty,Prscrbr_Type,Optometry,False,39.776333695773445,2297
specialty,Prscrbr_Type,Oral & Maxillofacial Surgery,False,10.939200261105404,71
specialty,Prscrbr_Type,Oral Medicinist,False,9.300224794713571,11
specialty,Prscrbr_Type,Oral Surgery (Dentist only),False,10.34312824301246,636
specialty,Prscrbr_Type,Orthopaedic Surgery,False,-14.908103744435348,52
specialty,Prscrbr_Type,Orthopedic Surgery,False,7.131671816294533,1711
specialty,Prscrbr_Type,Osteopathic Manipulative Medicine,False,26.77241627294526,785
specialty,Prscrbr_Type,Otolaryngology,False,13.991582822589233,1390
specialty,Prscrbr_Type,Pain Management,False,52.48382648403013,464
specialty,Prscrbr_Type,Pathology,False,47.09377882579318,25
specialty,Prscrbr_Type,Pediatric Medicine,False,37.87518379544463,553
specialty,Prscrbr_Type,Pediatrics,False,21.045964955629813,1
specialty,Prscrbr_Type,Pharmacist,False,23.139655779187493,273
specialty,Prscrbr_Type,Physical Medicine & Rehabilitation,False,1.9494847921438918,2
specialty,Prscrbr_Type,Physical Medicine and Rehabilitation,False,19.758355121694972,1765
specialty,Prscrbr_Type,Physician Assistant,False,25.395672881435218,50431
specialty,Prscrbr_Type,Plastic Surgery,False,15.689064100627737,51
specialty,Prscrbr_Type,Plastic and Reconstructive Surgery,False,5.881035974746288,95
specialty,Prscrbr_Type,Podiatry,False,12.735301717826042,833
specialty,Prscrbr_Type,Preventive Medicine,False,11.98549411532425,41
specialty,Prscrbr_Type,Program of All-Inclusive Care for the Elderly (PACE) Provider Organization,False,-1.86152251482077,117
specialty,Prscrbr_Type,Psychiatry,False,43.0119531060951,6210
specialty,Prscrbr_Type,Psychiatry & Neurology,False,19.062276211905086,1692
specialty,Prscrbr_Type,"Psychologist, Clinical",False,22.20226238353115,2
specialty,Prscrbr_Type,Pulmonary Disease,False,51.628031185853004,2510
specialty,Prscrbr_Type,Radiation Oncology,False,-21.29411225287176,180
specialty,Prscrbr_Type,Registered Nurse,False,35.129339940212795,101
specialty,Prscrbr_Type,Rheumatology,False,20.942420618272777,2405
specialty,Prscrbr_Type,Sleep Medicine,False,-7.402684401219169,139
specialty,Prscrbr_Type,Specialist,False,44.88821165379691,118
specialty,Prscrbr_Type,Sports Medicine,False,13.100141688825985,115
specialty,Prscrbr_Type,Student in an Organized Health Care Education/Training Program,False,-2.939657100126464,1271
specialty,Prscrbr_Type,Surgery,False,9.226917267090075,4
specialty,Prscrbr_Type,Surgical Oncology,False,31.900045411356615,41
specialty,Prscrbr_Type,Thoracic Surgery,False,4.3647536200662564,19
specialty,Prscrbr_Type,Urology,False,44.19281099428602,2479
specialty,Prscrbr_Type,Vascular Surgery,False,-1.4007447352538946,139
city,Prscrbr_City,Akron,True,0.0,235
city,Prscrbr_City,Alamosa,False,47.34910483810583,1781
city,Prscrbr_City,Alma,False,47.17836722749736,1
city,Prscrbr_City,Antonito,False,74.68892216005021,2
city,Prscrbr_City,Apple Valley,False,46.449454417747624,7
city,Prscrbr_City,Arvada,False,45.29414861397918,3561
city,Prscrbr_City,Aspen,False,41.91654964159884,557
city,Prscrbr_City,Aurora,False,51.442518419829476,34301
city,Prscrbr_City,Avon,False,47.132295173022975,736
city,Prscrbr_City,Bailey,False,49.24410266498468,2
city,Prscrbr_City,Basalt,False,57.64766227728465,530
city,Prscrbr_City,Bayfield,False,101.98790552691594,109
city,Prscrbr_City,Bellvue,False,27.63218292143883,4
city,Prscrbr_City,Bennett,False,121.30803202712164,12
city,Prscrbr_City,Berthoud,False,39.08882905683048,15
city,Prscrbr_City,Black Hawk,False,-22.586947560781958,25
city,Prscrbr_City,Boulder,False,51.176537834073194,9586
city,Prscrbr_City,Breckenridge,False,60.79123577225204,112
city,Prscrbr_City,Brighton,False,40.146415687766414,2952
city,Prscrbr_City,Broomfield,False,48.6637913304829,2071
city,Prscrbr_City,Brush,False,31.12834743608433,725
city,Prscrbr_City,Buckley Afb,False,44.32763477479638,4
city,Prscrbr_City,Buena Vista,False,61.04274412475504,477
city,Prscrbr_City,Burlington,False,37.14504106003159,473
city,Prscrbr_City,Byers,False,59.396324773719044,30
city,Prscrbr_City,Calhan,False,59.14334634016062,234
city,Prscrbr_City,Canon City,False,54.67868852089933,2420
city,Prscrbr_City,Carbondale,False,51.74872025981262,430
city,Prscrbr_City,Cascade,False,8.670055945947766,1
city,Prscrbr_City,Castle Pines,False,43.61877378514531,495
city,Prscrbr_City,Castle Rock,False,46.00912701985756,3561
city,Prscrbr_City,Cedaredge,False,56.110169887319756,387
city,Prscrbr_City,Centennial,False,45.172948561117096,6166
city,Prscrbr_City,Cheyenne Wells,False,41.39167165738137,215
city,Prscrbr_City,Cimarron,False,51.22487254156005,10
city,Prscrbr_City,Clifton,False,32.55922000271913,62
city,Prscrbr_City,Co Springs,False,41.58160757935367,2
city,Prscrbr_City,Collbran,False,37.058180649982795,230
city,Prscrbr_City,Colo Sprgs,False,45.46424059835902,22
city,Prscrbr_City,Colo Springs,False,251.36531070972688,9
city,Prscrbr_City,Colorado City,False,60.84663394853891,181
city,Prscrbr_City,Colorado Spgs,False,45.769217743745436,131
city,Prscrbr_City,Colorado Spings,False,34.09849043797364,8
city,Prscrbr_City,Colorado Springs,False,51.309248193014156,40743
city,Prscrbr_City,Commerce City,False,51.214214096899475,729
city,Prscrbr_City,Conifer,False,50.276594800048905,655
city,Prscrbr_City,Cortez,False,38.78074310593101,1215
city,Prscrbr_City,Craig,False,46.7062580418348,826
city,Prscrbr_City,Creede,False,48.720512845759835,123
city,Prscrbr_City,Crested Butte,False,31.895919672956587,70
city,Prscrbr_City,Crestone,False,-418.28474467094975,1
city,Prscrbr_City,Cripple Creek,False,49.4095512966231,51
city,Prscrbr_City,Dacono,False,38.952261849558035,68
city,Prscrbr_City,Del Norte,False,16.83038784990689,550
city,Prscrbr_City,Delta,False,47.44830894136243,1943
city,Prscrbr_City,Denver,False,37.53120856756243,48634
city,Prscrbr_City,Dillon,False,324.41932350431546,66
city,Prscrbr_City,Divide,False,59.56118021699997,83
city,Prscrbr_City,Dolores,False,39.398444162558704,24
city,Prscrbr_City,Dove Creek,False,39.05537188584942,5
city,Prscrbr_City,Dublin,False,29.32087674960244,3
city,Prscrbr_City,Durango,False,46.90841381158819,5020
city,Prscrbr_City,Eads,False,24.06075334514866,218
city,Prscrbr_City,Eagle,False,44.628642616104685,321
city,Prscrbr_City,Eaton,False,51.31080164883496,235
city,Prscrbr_City,Eckert,False,41.31269345117161,333
city,Prscrbr_City,Edgewater,False,28.95319359721723,11
city,Prscrbr_City,Edwards,False,94.79481357633594,430
city,Prscrbr_City,El Jebel,False,47.4363389993937,1
city,Prscrbr_City,Elizabeth,False,44.81421208675031,185
city,Prscrbr_City,Englewood,False,45.1600406054172,6482
city,Prscrbr_City,Erie,False,39.85757754876897,1102
city,Prscrbr_City,Estes Park,False,43.28788594879068,791
city,Prscrbr_City,Evans,False,58.80292079418948,763
city,Prscrbr_City,Evergreen,False,49.83611806792093,1223
city,Prscrbr_City,Fairplay,False,40.81590406308989,21
city,Prscrbr_City,Falcon,False,41.57138798008033,22
city,Prscrbr_City,Federal Heights,False,64.6471880218028,71
city,Prscrbr_City,Firestone,False,54.05872488407289,465
city,Prscrbr_City,Florence,False,29.253119433794694,318
city,Prscrbr_City,Florissant,False,44.38427151594648,97
city,Prscrbr_City,Fort Carson,False,57.408009605749065,474
city,Prscrbr_City,Fort Collins,False,47.86053204626596,17572
city,Prscrbr_City,Fort Lupton,False,44.01106240644308,884
city,Prscrbr_City,Fort Morgan,False,47.07425357419142,857
city,Prscrbr_City,Fountain,False,54.0137107343875,425
city,Prscrbr_City,Fowler,False,54.81440335779463,1
city,Prscrbr_City,Foxfield,False,46.57906548778125,2
city,Prscrbr_City,Franktown,False,42.573733229578565,69
city,Prscrbr_City,Fraser,False,-11.417099073397026,14
city,Prscrbr_City,Frederick,False,39.24474739263311,350
city,Prscrbr_City,Frisco,False,77.96742714288,525
city,Prscrbr_City,Fruita,False,38.94930152683064,1710
city,Prscrbr_City,Ft Carson,False,59.29640680993165,215
city,Prscrbr_City,Ft Collins,False,48.751164916305896,36
city,Prscrbr_City,Ft. Carson,False,-21.13451461444074,12
city,Prscrbr_City,Ft. Collins,False,40.77894727331897,10
city,Prscrbr_City,Georgetown,False,47.325807210439066,1
city,Prscrbr_City,Glendale,False,47.53076194844491,277
city,Prscrbr_City,Glenwood Spgs,False,22.29397972187215,77
city,Prscrbr_City,Glenwood Springs,False,35.42106606979764,1544
city,Prscrbr_City,Golden,False,14.948830272438848,8302
city,Prscrbr_City,Granby,False,51.40493184194733,193
city,Prscrbr_City,Grand Jct,False,39.05955805136241,644
city,Prscrbr_City,Grand Junction,False,49.44642021457846,12318
city,Prscrbr_City,Greeley,False,54.45782477656791,9508
city,Prscrbr_City,Greely,False,86.25107687775223,6
city,Prscrbr_City,Greenley,False,48.58956515620082,7
city,Prscrbr_City,Greenwood Village,False,43.43267207973586,4176
city,Prscrbr_City,Greenwood Vlg,False,15.954011770478548,8
city,Prscrbr_City,Guffey,False,21.594885330436245,2
city,Prscrbr_City,Gunnison,False,44.96901225156466,635
city,Prscrbr_City,Gypsum,False,43.53918488555236,4
city,Prscrbr_City,Haxton,False,70.46010670101877,64
city,Prscrbr_City,Haxtun,False,2.7947780918015965,36
city,Prscrbr_City,Highland Ranch,False,30.930993956731726,5
city,Prscrbr_City,Highlands Ranch,False,47.26299433274495,4679
city,Prscrbr_City,Holly,False,31.731512081694397,21
city,Prscrbr_City,Holyoke,False,22.103165838073668,319
city,Prscrbr_City,Hotchkiss,False,35.913526864738664,217
city,Prscrbr_City,Hudson,False,63.57792306411912,67
city,Prscrbr_City,Hugo,False,14.726103637823122,624
city,Prscrbr_City,Idaho Springs,False,45.419227851108204,5
city,Prscrbr_City,Ignacio,False,23.62173959004328,98
city,Prscrbr_City,Johnstown,False,35.87361088809115,1091
city,Prscrbr_City,Julesburg,False,22.303059166706827,452
city,Prscrbr_City,Keenesberg,False,52.23407149069543,8
city,Prscrbr_City,Keenesburg,False,39.03154722776854,168
city,Prscrbr_City,Keystone,False,20.671876331402945,1
city,Prscrbr_City,Kiowa,False,47.61327542321141,25
city,Prscrbr_City,Kremmling,False,56.67725079848061,358
city,Prscrbr_City,La Jara,False,34.344465644243705,407
city,Prscrbr_City,La Junta,False,39.95889802580957,1221
city,Prscrbr_City,La Salle,False,36.60465848938601,4
city,Prscrbr_City,Lafayette,False,15.778545041278775,5887
city,Prscrbr_City,Lajunta,False,35.14510695994623,103
city,Prscrbr_City,Lake City,False,44.367934674533544,28
city,Prscrbr_City,Lakewood,False,36.95767261724402,12080
city,Prscrbr_City,Lamar,False,41.54947666119525,1036
city,Prscrbr_City,Laporte,False,42.496640857655066,50
city,Prscrbr_City,Las Animas,False,29.81777765112813,123
city,Prscrbr_City,Leadville,False,48.608141377008266,286
city,Prscrbr_City,Limon,False,79.65878421743025,105
city,Prscrbr_City,Littleton,False,44.46762286587566,11890
city,Prscrbr_City,Livermore,False,39.77788807583852,24
city,Prscrbr_City,Lone Tree,False,31.197983389853004,7285
city,Prscrbr_City,Lone Treet,False,99.4546089158652,65
city,Prscrbr_City,Lonetree,False,26.109531358798364,245
city,Prscrbr_City,Longmont,False,56.91766036406142,8058
city,Prscrbr_City,Louisville,False,31.992690062483703,1626
city,Prscrbr_City,Loveland,False,52.382519584126044,6966
city,Prscrbr_City,Lovleand,False,47.927712275236004,1
city,Prscrbr_City,Lovlenad,False,54.97582746273992,95
city,Prscrbr_City,Lyons,False,47.93856583112894,1
city,Prscrbr_City,Mancos,False,36.70802538925453,301
city,Prscrbr_City,Meeker,False,-32.32675117649334,228
city,Prscrbr_City,Milliken,False,29.948740782980572,13
city,Prscrbr_City,Monte Vista,False,40.42362168416328,603
city,Prscrbr_City,Montebello,False,47.94580721043896,1
city,Prscrbr_City,Montrose,False,39.30171297834933,4019
city,Prscrbr_City,Monument,False,77.68814966067562,1064
city,Prscrbr_City,Morrison,False,26.672346141739837,55
city,Prscrbr_City,Naturita,False,41.29941687707148,131
city,Prscrbr_City,Nederland,False,67.7861787033844,87
city,Prscrbr_City,Niwot,False,36.90325369993175,209
city,Prscrbr_City,North Glenn,False,49.3995214961533,1
city,Prscrbr_City,Northgelnn,False,49.533633297395696,1
city,Prscrbr_City,Northglenn,False,51.42596859376383,1017
city,Prscrbr_City,Norwood,False,27.825794849350594,198
city,Prscrbr_City,Oak Creek,False,43.314982548820566,80
city,Prscrbr_City,Olathe,False,47.394696099328044,1
city,Prscrbr_City,Pagosa Springs,False,44.8169032554923,1078
city,Prscrbr_City,Palisade,False,44.06485948893777,97
city,Prscrbr_City,Palmer Lake,False,12.842179625516767,60
city,Prscrbr_City,Paonia,False,47.99580721043914,1
city,Prscrbr_City,Parachute,False,59.28245341600598,281
city,Prscrbr_City,Parker,False,19.463648906105394,9865
city,Prscrbr_City,Penrose,False,45.11420176347589,2
city,Prscrbr_City,Peterson Afb,False,54.91683981965068,117
city,Prscrbr_City,Peterson Space Force Base,False,56.29241845409378,40
city,Prscrbr_City,Peyton,False,28.110573531408917,369
city,Prscrbr_City,Pueblo,False,49.75310034419697,17230
city,Prscrbr_City,Pueblo West,False,37.155594999602656,962
city,Prscrbr_City,Rangely,False,43.1853383658936,196
city,Prscrbr_City,Ridgway,False,54.54910273228463,148
city,Prscrbr_City,Rifle,False,35.848417372115215,911
city,Prscrbr_City,Rocky Ford,False,50.22897926543802,510
city,Prscrbr_City,Salida,False,36.06134635179644,1529
city,Prscrbr_City,San Luis,False,54.53137569020552,42
city,Prscrbr_City,Security,False,44.87572349528638,1
city,Prscrbr_City,Severance,False,44.68891305635408,1
city,Prscrbr_City,Sheridan,False,49.62656186603354,55
city,Prscrbr_City,Silt,False,49.7514193408022,9
city,Prscrbr_City,Silverthorne,False,61.60359878131162,177
city,Prscrbr_City,Snowmass Village,False,47.024485185896765,17
city,Prscrbr_City,Springfield,False,30.641299258982244,480
city,Prscrbr_City,Steamboat Spgs,False,28.154437784171495,9
city,Prscrbr_City,Steamboat Springs,False,29.695659363227335,1296
city,Prscrbr_City,Sterling,False,31.48452289510582,1735
city,Prscrbr_City,Strasburg,False,66.06470128458054,136
city,Prscrbr_City,Stratton,False,48.527345671977415,1
city,Prscrbr_City,Superior,False,56.25448528937176,464
city,Prscrbr_City,Tabernash,False,19.52538705759061,4
city,Prscrbr_City,Telluride,False,26.233786653870425,150
city,Prscrbr_City,Thornton,False,62.644147684506656,4667
city,Prscrbr_City,Timnath,False,52.24067818888861,243
city,Prscrbr_City,Towaoc,False,4.941685115502381,59
city,Prscrbr_City,Trinidad,False,28.548223695008573,699
city,Prscrbr_City,U S A F Academy,False,48.56463073985107,1
city,Prscrbr_City,Usaf Academy,False,33.37274996345596,227
city,Prscrbr_City,Usafa,False,44.864235045744365,8
city,Prscrbr_City,Vail,False,43.543772348658074,385
city,Prscrbr_City,Vona,False,-47.18357496488304,6
city,Prscrbr_City,Walsenburg,False,34.29999561955085,661
city,Prscrbr_City,Walsh,False,23.23862550028176,130
city,Prscrbr_City,Wellington,False,45.2275155454867,101
city,Prscrbr_City,Westcliffe,False,56.753594136861985,123
city,Prscrbr_City,Westminster,False,40.850889488811546,11368
city,Prscrbr_City,Wheat Ridge,False,39.66439728415912,8294
city,Prscrbr_City,Wheatridge,False,9.52520291899782,63
city,Prscrbr_City,Wiley,False,66.59815377630467,29
city,Prscrbr_City,Windsor,False,51.02814858902567,1777
city,Prscrbr_City,Winter Park,False,53.14350075572938,95
city,Prscrbr_City,Woodland Park,False,53.57609265842601,1351
city,Prscrbr_City,Wray,False,17.57102241059767,433
city,Prscrbr_City,Yuma,False,33.9877559902516,319
generic,Gnrc_Name,0.9 % Sodium Chloride,True,0.0,79
generic,Gnrc_Name,Abacavir Sulfate,False,113.49687782718411,5
generic,Gnrc_Name,Abacavir Sulfate/Lamivudine,False,365.1992184795249,6
generic,Gnrc_Name,Abacavir/Dolutegravir/Lamivudi,False,3735.1555792410563,43
generic,Gnrc_Name,Abaloparatide,False,2811.000902176749,72
generic,Gnrc_Name,Abatacept,False,5939.674311260102,73
generic,Gnrc_Name,Abatacept/Maltose,False,3867.0459669171782,2
generic,Gnrc_Name,Abemaciclib,False,14945.735997100082,36
generic,Gnrc_Name,"Abiraterone Acet,submicronized",False,11167.410787400526,1
generic,Gnrc_Name,Abiraterone Acetate,False,1383.5620108147964,132
generic,Gnrc_Name,Abobotulinumtoxina,False,1684.199949565235,1
generic,Gnrc_Name,Abrocitinib,False,5557.0968022688785,1
generic,Gnrc_Name,Acalabrutinib Maleate,False,13643.060251466719,68
generic,Gnrc_Name,Acamprosate Calcium,False,113.18242462765829,22
generic,Gnrc_Name,Acarbose,False,14.553540523342235,16
generic,Gnrc_Name,Acebutolol Hcl,False,20.747529924095033,3
generic,Gnrc_Name,Acetaminophen,False,207.0886122696743,1
generic,Gnrc_Name,Acetaminophen With Codeine,False,13.74372302443544,350
generic,Gnrc_Name,Acetazolamide,False,14.354237245933746,76
generic,Gnrc_Name,Acetic Acid,False,23.06944957679616,17
generic,Gnrc_Name,Acitretin,False,226.9910545587968,19
generic,Gnrc_Name,Aclidinium Bromide,False,388.5963842086203,2
generic,Gnrc_Name,Acyclovir,False,7.5271967737230625,1405
generic,Gnrc_Name,Adagrasib,False,18349.639992070755,1
generic,Gnrc_Name,Adalimumab,False,8494.259918656726,275
generic,Gnrc_Name,Adalimumab-Adaz,False,1383.3204922920231,1
generic,Gnrc_Name,Adalimumab-Adbm,False,7546.926873770663,6
generic,Gnrc_Name,Adalimumab-Atto,False,1217.4546333900912,30
generic,Gnrc_Name,Adalimumab-Bwwd,False,964.911648564158,1
generic,Gnrc_Name,Adefovir Dipivoxil,False,572.0079484540779,1
generic,Gnrc_Name,Afatinib Dimaleate,False,11243.036044550743,1
generic,Gnrc_Name,Aflibercept,False,2347.656848431745,2
generic,Gnrc_Name,Albendazole,False,102.87929383043684,1
generic,Gnrc_Name,Albuterol Sulfate,False,27.86133892660746,5347
generic,Gnrc_Name,Albuterol Sulfate/Budesonide,False,499.07440092701336,7
generic,Gnrc_Name,Alcohol Antiseptic Pads,False,-3.359184549650763,100
generic,Gnrc_Name,Alectinib Hcl,False,17631.261434597945,14
generic,Gnrc_Name,Alendronate Sodium,False,1.0780083078216194,2898
generic,Gnrc_Name,Alfuzosin Hcl,False,6.50973924717573,238
generic,Gnrc_Name,Alirocumab,False,760.6186135104595,165
generic,Gnrc_Name,Aliskiren Hemifumarate,False,189.78463507069318,1
generic,Gnrc_Name,Allopurinol,False,4.723087141827818,2978
generic,Gnrc_Name,Almotriptan Malate,False,245.21919725952557,3
generic,Gnrc_Name,Alogliptin Benz/Metformin Hcl,False,190.85928554649718,2
generic,Gnrc_Name,Alogliptin Benzoate,False,198.56084203926548,4
generic,Gnrc_Name,Alosetron Hcl,False,270.6204159904023,3
generic,Gnrc_Name,Alpelisib,False,20647.77272178422,1
generic,Gnrc_Name,Alpha-1-Proteinase Inhibitor,False,10361.657905075386,20
generic,Gnrc_Name,Alprazolam,False,-2.7338829861355407,2202
generic,Gnrc_Name,Amantadine Hcl,False,117.70436971240588,180
